Sleutel;Datum Verzoek Inschr;Ingangsdatum;Collegejaar;Datum intrekking vooraanmelding;Inschrijfstatus;Faculteit;Examentype;Croho;Croho groepeernaam;Opleiding;Hoofdopleiding;Eerstejaars croho jaar;Is eerstejaars croho opleiding;Is hogerejaars;BBC ontvangen;Type vooropleiding;Nationaliteit;EER;Geslacht;Geverifieerd adres postcode;Geverifieerd adres plaats;Geverifieerd adres land;Studieadres postcode;Studieadres land;School code eerste vooropleiding;School eerste vooropleiding;Plaats code eerste vooropleiding;Land code eerste vooropleiding;Aantal studenten
STU00305;23-10-2018;01-10-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2018;1;0;0;HBO;Nederlandse;J;M;6534ST;Eindhoven;NL;6512BH;NL;00AH;Canisius College;0268;NL;1
STU00578;11-02-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Nederlandse;J;V;6525ED;Eindhoven;NL;6501AB;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00735;07-12-2020;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Nederlandse;J;V;6503EF;Arnhem;NL;6503EF;NL;00DK;Montessori College;0268;NL;1
STU00175;28-03-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;M;6511AB;Eindhoven;NL;6525HP;NL;00AH;Canisius College;0268;NL;1
STU00336;10-02-2020;01-09-2019;2019;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;VWO;Nederlandse;J;V;6500AA;Arnhem;NL;6534ST;NL;00AH;Canisius College;0268;NL;1
STU01282;26-09-2022;01-09-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Nederlandse;J;M;6551IJ;Eindhoven;NL;6541GH;NL;00DK;Montessori College;0268;NL;1
STU01356;03-05-2023;01-09-2022;2022;15-05-2023;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;HBO;Duitse;J;M;6500AA;Nijmegen;DE;6534ST;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU02049;18-10-2024;01-09-2024;2024;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;HBO;Nederlandse;J;M;6500AA;Nijmegen;NL;6511AB;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01476;07-02-2023;01-09-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;VWO;Duitse;J;M;6512BH;Nijmegen;DE;6551IJ;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01231;21-03-2022;01-09-2021;2021;03-05-2022;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;HAVO;Nederlandse;J;M;6503EF;Wageningen;NL;6525HP;NL;00BJ;Kandinsky College;0268;NL;1
STU00140;05-09-2019;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;VWO;Nederlandse;J;V;6512BH;Eindhoven;NL;6501AB;NL;00DK;Montessori College;0268;NL;1
STU00635;22-11-2019;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Chinese;N;M;6531EF;Nijmegen;NL;6501AB;NL;00AH;Canisius College;0268;NL;1
STU02023;07-01-2025;01-09-2024;2024;;Uitgeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2024;1;0;0;VWO;Duitse;J;V;6525ED;Nijmegen;DE;6541GH;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU00744;16-02-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Nederlandse;J;V;6525ED;Eindhoven;NL;6500AA;NL;00GQ;Dominicus College;0268;NL;1
STU00445;21-07-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;VWO;Chinese;N;M;6512BH;Nijmegen;NL;6503EF;NL;00GQ;Dominicus College;0268;NL;1
STU00777;13-01-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;WO;Nederlandse;J;V;6500AA;Wageningen;NL;6502CD;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00005;22-10-2018;01-09-2018;2018;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;WO;Nederlandse;J;M;6512BH;Nijmegen;NL;6521CD;NL;00AH;Canisius College;0268;NL;1
STU01634;20-11-2023;01-09-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;HBO;Nederlandse;J;M;6512BH;Arnhem;NL;6531EF;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01897;11-06-2024;01-09-2023;2023;;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;HAVO;Nederlandse;J;V;6502CD;Nijmegen;NL;6503EF;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01604;23-02-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;HBO;Nederlandse;J;M;6503EF;Wageningen;NL;6521CD;NL;00AH;Canisius College;0268;NL;1
STU00222;22-05-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;V;6531EF;Nijmegen;NL;6525ED;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00750;01-04-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;HBO;Chinese;N;V;6525HP;Nijmegen;NL;6534ST;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU02054;28-01-2025;01-09-2024;2024;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;HAVO;Nederlandse;J;M;6531EF;Arnhem;NL;6502CD;NL;00BJ;Kandinsky College;0268;NL;1
STU00748;18-03-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;HAVO;Belgische;J;M;6534ST;Arnhem;NL;6500AA;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01953;31-12-2024;01-09-2024;2024;;Uitgeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2024;1;0;0;VWO;Nederlandse;J;M;6525HR;Arnhem;NL;6525ED;NL;00BJ;Kandinsky College;0268;NL;1
STU00453;28-05-2020;01-10-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;VWO;Duitse;J;M;6531EF;Eindhoven;DE;6500AA;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU00907;18-05-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;HBO;Nederlandse;J;V;6504GH;Arnhem;NL;6541GH;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01541;20-03-2023;01-09-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;VWO;Nederlandse;J;V;6504GH;Wageningen;NL;6500AA;NL;00GQ;Dominicus College;0268;NL;1
STU01773;08-05-2024;01-09-2023;2023;;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;WO;Nederlandse;J;M;6525ED;Arnhem;NL;6500AA;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01135;17-12-2021;01-09-2021;2021;14-01-2022;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;VWO;Nederlandse;J;M;6504GH;Eindhoven;NL;6502CD;NL;00AH;Canisius College;0268;NL;1
STU00073;25-09-2018;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;VWO;Nederlandse;J;V;6525HP;Arnhem;NL;6531EF;NL;00AH;Canisius College;0268;NL;1
STU01403;08-06-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;VWO;Nederlandse;J;V;6531EF;Nijmegen;NL;6525HR;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01955;15-10-2024;01-09-2024;2024;;Verzoek tot inschrijving;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2024;1;0;0;VWO;Duitse;J;M;6534ST;Nijmegen;DE;6534ST;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU00567;27-11-2019;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Nederlandse;J;M;6502CD;Nijmegen;NL;6501AB;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01756;15-01-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;VWO;Nederlandse;J;M;6512BH;Nijmegen;NL;6525HP;NL;00AH;Canisius College;0268;NL;1
STU02066;01-10-2024;01-09-2024;2024;;Aanmelding vervolgen;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;VWO;Duitse;J;V;6525ED;Nijmegen;DE;6500AA;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00166;24-01-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;WO;Nederlandse;J;V;6525HR;Nijmegen;NL;6525HP;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01849;06-11-2023;01-09-2023;2023;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;VWO;Nederlandse;J;V;6512BH;Wageningen;NL;6500AA;NL;00AH;Canisius College;0268;NL;1
STU01824;06-08-2024;01-09-2023;2023;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;VWO;Nederlandse;J;V;6503EF;Eindhoven;NL;6525ED;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01394;06-04-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;VWO;Nederlandse;J;M;6502CD;Nijmegen;NL;6500AA;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00030;17-04-2019;01-09-2018;2018;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;HAVO;Nederlandse;J;M;6525HR;Wageningen;NL;6512BH;NL;00AH;Canisius College;0268;NL;1
STU01329;25-08-2023;01-09-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Nederlandse;J;V;6541GH;Nijmegen;NL;6512BH;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01246;07-07-2022;01-10-2021;2021;21-07-2022;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;HAVO;Nederlandse;J;V;6503EF;Nijmegen;NL;6551IJ;NL;00DK;Montessori College;0268;NL;1
STU02085;24-02-2025;01-09-2024;2024;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;VWO;Nederlandse;J;M;6511AB;Arnhem;NL;6551IJ;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01804;21-03-2024;01-09-2023;2023;14-05-2024;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;VWO;Nederlandse;J;V;6525ED;Nijmegen;NL;6541GH;NL;00GQ;Dominicus College;0268;NL;1
STU01834;31-10-2023;01-10-2023;2023;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;HAVO;Nederlandse;J;M;6531EF;Nijmegen;NL;6525ED;NL;00DK;Montessori College;0268;NL;1
STU00834;25-05-2021;01-09-2020;2020;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2020;1;0;0;HBO;Nederlandse;J;M;6512BH;Nijmegen;NL;6551IJ;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01005;08-09-2022;01-09-2021;2021;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2021;1;0;0;VWO;Nederlandse;J;V;6521CD;Nijmegen;NL;6525HR;NL;00BJ;Kandinsky College;0268;NL;1
STU01281;10-02-2022;01-09-2021;2021;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;WO;Duitse;J;M;6521CD;Eindhoven;DE;6534ST;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01869;30-11-2023;01-09-2023;2023;29-12-2023;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;HAVO;Belgische;J;M;6501AB;Eindhoven;NL;6500AA;NL;00AH;Canisius College;0268;NL;1
STU01450;11-07-2023;01-09-2022;2022;03-08-2023;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;VWO;Duitse;J;V;6501AB;Arnhem;DE;6501AB;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU02057;25-12-2024;01-09-2024;2024;;Verzoek tot inschrijving;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;VWO;Nederlandse;J;V;6500AA;Nijmegen;NL;6501AB;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01927;21-12-2023;01-10-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;HAVO;Nederlandse;J;M;6504GH;Eindhoven;NL;6511AB;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00214;07-06-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;M;6525HR;Arnhem;NL;6503EF;NL;00BJ;Kandinsky College;0268;NL;1
STU00791;02-08-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;WO;Nederlandse;J;V;6500AA;Nijmegen;NL;6551IJ;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU02040;24-10-2024;01-09-2024;2024;;Uitgeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2024;1;0;0;HAVO;Nederlandse;J;M;6512BH;Nijmegen;NL;6504GH;NL;00DK;Montessori College;0268;NL;1
STU01702;20-10-2023;01-09-2023;2023;;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;HAVO;Nederlandse;J;M;6504GH;Nijmegen;NL;6531EF;NL;00AH;Canisius College;0268;NL;1
STU01342;17-08-2023;01-09-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Nederlandse;J;M;6551IJ;Arnhem;NL;6504GH;NL;00DK;Montessori College;0268;NL;1
STU00751;07-04-2021;01-09-2020;2020;07-05-2021;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;WO;Nederlandse;J;V;6503EF;Nijmegen;NL;6541GH;NL;00DK;Montessori College;0268;NL;1
STU00177;09-04-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;WO;Nederlandse;J;V;6503EF;Eindhoven;NL;6534ST;NL;00GQ;Dominicus College;0268;NL;1
STU00296;21-08-2019;01-09-2018;2018;;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2018;1;0;0;VWO;Nederlandse;J;M;6502CD;Wageningen;NL;6504GH;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01638;19-12-2023;01-09-2023;2023;29-01-2024;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;VWO;Chinese;N;V;6501AB;Nijmegen;NL;6503EF;NL;00GQ;Dominicus College;0268;NL;1
STU01462;01-11-2022;01-09-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;VWO;Nederlandse;J;M;6500AA;Nijmegen;NL;6511AB;NL;00DK;Montessori College;0268;NL;1
STU02126;10-12-2024;01-10-2024;2024;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2024;1;0;0;HAVO;Nederlandse;J;M;6504GH;Arnhem;NL;6525HP;NL;00DK;Montessori College;0268;NL;1
STU01826;19-08-2024;01-09-2023;2023;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;VWO;Duitse;J;M;6525HP;Nijmegen;DE;6534ST;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00500;10-04-2020;01-09-2019;2019;30-04-2020;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2019;1;0;0;VWO;Nederlandse;J;M;6525ED;Nijmegen;NL;6531EF;NL;00DK;Montessori College;0268;NL;1
STU00099;25-03-2019;01-10-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;HAVO;Nederlandse;J;M;6503EF;Nijmegen;NL;6525ED;NL;00DK;Montessori College;0268;NL;1
STU00419;30-04-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;VWO;Nederlandse;J;M;6541GH;Nijmegen;NL;6521CD;NL;00GQ;Dominicus College;0268;NL;1
STU00181;06-05-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;V;6501AB;Arnhem;NL;6541GH;NL;00BJ;Kandinsky College;0268;NL;1
STU01942;12-11-2024;01-09-2024;2024;;Uitgeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2024;1;0;0;VWO;Nederlandse;J;V;6512BH;Nijmegen;NL;6541GH;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01719;14-02-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;WO;Nederlandse;J;V;6531EF;Eindhoven;NL;6501AB;NL;00GQ;Dominicus College;0268;NL;1
STU01125;04-10-2021;01-09-2021;2021;09-11-2021;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;VWO;Duitse;J;M;6531EF;Eindhoven;DE;6502CD;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00086;25-12-2018;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;VWO;Nederlandse;J;V;6531EF;Nijmegen;NL;6512BH;NL;00GQ;Dominicus College;0268;NL;1
STU00643;15-07-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;WO;Nederlandse;J;M;6500AA;Nijmegen;NL;6525ED;NL;00AH;Canisius College;0268;NL;1
STU00799;14-12-2020;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;HAVO;Nederlandse;J;V;6551IJ;Wageningen;NL;6511AB;NL;00DK;Montessori College;0268;NL;1
STU00046;06-08-2019;01-09-2018;2018;16-10-2018;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;WO;Duitse;J;M;6531EF;Nijmegen;DE;6525ED;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01668;19-07-2024;01-09-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;WO;Nederlandse;J;M;6534ST;Arnhem;NL;6551IJ;NL;00BJ;Kandinsky College;0268;NL;1
STU00710;04-05-2021;01-09-2020;2020;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2020;1;0;0;VWO;Nederlandse;J;M;6500AA;Nijmegen;NL;6502CD;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00999;26-07-2022;01-09-2021;2021;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2021;1;0;0;VWO;Nederlandse;J;V;6503EF;Nijmegen;NL;6525HP;NL;00GQ;Dominicus College;0268;NL;1
STU01527;26-10-2022;01-10-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;HBO;Belgische;J;V;6501AB;Arnhem;NL;6525ED;NL;00DK;Montessori College;0268;NL;1
STU01030;22-03-2022;01-09-2021;2021;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2021;1;0;0;VWO;Nederlandse;J;V;6512BH;Arnhem;NL;6525HR;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01618;20-09-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;WO;Nederlandse;J;V;6504GH;Arnhem;NL;6525ED;NL;00GQ;Dominicus College;0268;NL;1
STU01044;29-09-2021;01-09-2021;2021;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2021;1;0;0;VWO;Nederlandse;J;V;6525HR;Nijmegen;NL;6504GH;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00917;27-07-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;VWO;Nederlandse;J;V;6534ST;Nijmegen;NL;6541GH;NL;00AH;Canisius College;0268;NL;1
STU01273;23-03-2022;01-10-2021;2021;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;VWO;Nederlandse;J;V;6502CD;Wageningen;NL;6525HR;NL;00AH;Canisius College;0268;NL;1
STU00649;24-09-2020;01-09-2020;2020;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2020;1;0;0;VWO;Nederlandse;J;M;6541GH;Nijmegen;NL;6512BH;NL;00GQ;Dominicus College;0268;NL;1
STU01903;26-07-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;VWO;Nederlandse;J;M;6500AA;Arnhem;NL;6501AB;NL;00GQ;Dominicus College;0268;NL;1
STU01635;27-11-2023;01-09-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;HAVO;Nederlandse;J;V;6500AA;Arnhem;NL;6531EF;NL;00BJ;Kandinsky College;0268;NL;1
STU02015;11-11-2024;01-09-2024;2024;;Verzoek tot inschrijving;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2024;1;0;0;VWO;Nederlandse;J;V;6502CD;Arnhem;NL;6551IJ;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01735;04-06-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;VWO;Nederlandse;J;V;6551IJ;Arnhem;NL;6534ST;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01972;20-03-2025;01-09-2024;2024;08-05-2025;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2024;1;0;0;VWO;Chinese;N;M;6531EF;Arnhem;NL;6531EF;NL;00AH;Canisius College;0268;NL;1
STU00583;20-03-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Nederlandse;J;V;6504GH;Nijmegen;NL;6500AA;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01543;26-09-2022;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;HAVO;Nederlandse;J;M;6525HR;Eindhoven;NL;6500AA;NL;00BJ;Kandinsky College;0268;NL;1
STU00363;21-08-2020;01-09-2019;2019;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;VWO;Nederlandse;J;M;6531EF;Nijmegen;NL;6551IJ;NL;00GQ;Dominicus College;0268;NL;1
