Sleutel;Datum Verzoek Inschr;Ingangsdatum;Collegejaar;Datum intrekking vooraanmelding;Inschrijfstatus;Faculteit;Examentype;Croho;Croho groepeernaam;Opleiding;Hoofdopleiding;Eerstejaars croho jaar;Is eerstejaars croho opleiding;Is hogerejaars;BBC ontvangen;Type vooropleiding;Nationaliteit;EER;Geslacht;Geverifieerd adres postcode;Geverifieerd adres plaats;Geverifieerd adres land;Studieadres postcode;Studieadres land;School code eerste vooropleiding;School eerste vooropleiding;Plaats code eerste vooropleiding;Land code eerste vooropleiding;Aantal studenten
1212;20-10-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;7272AA;Nijmegen;DE;1530BB;NL;89310;Demo School;0268;6030;1
1213;13-11-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;2259AA;Nijmegen;DE;3255BB;NL;79397;Demo School;0268;6030;1
1214;23-05-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;2858AA;Nijmegen;DE;1424BB;NL;34385;Demo School;0268;6030;1
1215;19-06-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;5264AA;Nijmegen;DE;8311BB;NL;38124;Demo School;0268;6030;1
1216;09-05-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;3009AA;Nijmegen;DE;3223BB;NL;19706;Demo School;0268;6030;1
1217;13-07-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;2063AA;Nijmegen;DE;9882BB;NL;48058;Demo School;0268;6030;1
1218;14-03-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;9335AA;Nijmegen;DE;4673BB;NL;25907;Demo School;0268;6030;1
1219;25-02-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;6912AA;Nijmegen;DE;7044BB;NL;71263;Demo School;0268;6030;1
1220;01-09-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;6067AA;Nijmegen;DE;7523BB;NL;72739;Demo School;0268;6030;1
1221;05-07-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;6194AA;Nijmegen;DE;2215BB;NL;68979;Demo School;0268;6030;1
1222;19-08-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;3114AA;Nijmegen;DE;8088BB;NL;75911;Demo School;0268;6030;1
1223;26-01-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;5982AA;Nijmegen;DE;3697BB;NL;31229;Demo School;0268;6030;1
1224;08-04-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;5105AA;Nijmegen;DE;4216BB;NL;93238;Demo School;0268;6030;1
1225;28-04-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;9234AA;Nijmegen;DE;3762BB;NL;87569;Demo School;0268;6030;1
1226;03-03-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;1464AA;Nijmegen;DE;2330BB;NL;15958;Demo School;0268;6030;1
1227;09-09-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;1496AA;Nijmegen;DE;9159BB;NL;92203;Demo School;0268;6030;1
1228;14-05-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;5873AA;Nijmegen;DE;8430BB;NL;19564;Demo School;0268;6030;1
1229;12-03-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;8609AA;Nijmegen;DE;4342BB;NL;54589;Demo School;0268;6030;1
1230;24-05-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;7532AA;Nijmegen;DE;3142BB;NL;58567;Demo School;0268;6030;1
1231;12-02-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;3007AA;Nijmegen;DE;5382BB;NL;68929;Demo School;0268;6030;1
1232;30-09-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;7850AA;Nijmegen;DE;5067BB;NL;30932;Demo School;0268;6030;1
1233;12-09-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;3610AA;Nijmegen;DE;9163BB;NL;77466;Demo School;0268;6030;1
1234;14-05-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;7442AA;Nijmegen;DE;9281BB;NL;69930;Demo School;0268;6030;1
1235;03-04-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;1828AA;Nijmegen;DE;5609BB;NL;74866;Demo School;0268;6030;1
1236;29-07-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;8060AA;Nijmegen;DE;3194BB;NL;44664;Demo School;0268;6030;1
1237;24-06-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;1838AA;Nijmegen;DE;4189BB;NL;57516;Demo School;0268;6030;1
1238;30-01-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;2946AA;Nijmegen;DE;3108BB;NL;22672;Demo School;0268;6030;1
1239;29-05-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;4261AA;Nijmegen;DE;9341BB;NL;62610;Demo School;0268;6030;1
1240;13-01-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;8761AA;Nijmegen;DE;9508BB;NL;69898;Demo School;0268;6030;1
1241;19-11-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;3662AA;Nijmegen;DE;7438BB;NL;90805;Demo School;0268;6030;1
1242;15-05-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;5911AA;Nijmegen;DE;8780BB;NL;12180;Demo School;0268;6030;1
1243;20-02-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;8775AA;Nijmegen;DE;5350BB;NL;95929;Demo School;0268;6030;1
1244;08-09-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;3793AA;Nijmegen;DE;9589BB;NL;92447;Demo School;0268;6030;1
1245;16-06-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;2800AA;Nijmegen;DE;4125BB;NL;12482;Demo School;0268;6030;1
1246;30-06-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;7723AA;Nijmegen;DE;9221BB;NL;90147;Demo School;0268;6030;1
1247;25-01-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;6325AA;Nijmegen;DE;8837BB;NL;78875;Demo School;0268;6030;1
1248;19-03-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;5331AA;Nijmegen;DE;8932BB;NL;35200;Demo School;0268;6030;1
1249;01-05-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;5876AA;Nijmegen;DE;5735BB;NL;37168;Demo School;0268;6030;1
1250;05-08-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;5480AA;Nijmegen;DE;5715BB;NL;25974;Demo School;0268;6030;1
1251;27-08-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;3399AA;Nijmegen;DE;5758BB;NL;15513;Demo School;0268;6030;1
1252;09-12-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;5201AA;Nijmegen;DE;8849BB;NL;38047;Demo School;0268;6030;1
1253;20-11-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;2789AA;Nijmegen;DE;4920BB;NL;41779;Demo School;0268;6030;1
1254;19-11-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;2641AA;Nijmegen;DE;7771BB;NL;53292;Demo School;0268;6030;1
1255;15-02-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;3587AA;Nijmegen;DE;7666BB;NL;95575;Demo School;0268;6030;1
1256;30-07-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;6262AA;Nijmegen;DE;5676BB;NL;94659;Demo School;0268;6030;1
1257;16-12-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;3868AA;Nijmegen;DE;7846BB;NL;33040;Demo School;0268;6030;1
1258;19-01-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;4052AA;Nijmegen;DE;5742BB;NL;14910;Demo School;0268;6030;1
1259;29-11-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;5662AA;Nijmegen;DE;8444BB;NL;94058;Demo School;0268;6030;1
1260;04-08-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;4159AA;Nijmegen;DE;2845BB;NL;53343;Demo School;0268;6030;1
1261;16-11-2019;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;M;1230AA;Nijmegen;DE;6523BB;NL;48669;Demo School;0268;6030;1
1262;24-03-2020;01-09-2020;2020;;Geannuleerd;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;9442AA;Nijmegen;DE;6372BB;NL;21368;Demo School;0268;6030;1
1263;11-02-2020;01-09-2020;2020;;Ingeschreven;FdM;Propedeuse Bachelor;Politicologie;B Politicologie;B Politicologie;B Politicologie;2020;1;0;0;VWO;Duitse;J;V;6301AA;Nijmegen;DE;5064BB;NL;10895;Demo School;0268;6030;1
1264;17-10-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;5947AA;Nijmegen;NL;1187BB;NL;44282;Demo School;0268;6030;1
1265;13-04-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;6026AA;Nijmegen;NL;3616BB;NL;63138;Demo School;0268;6030;1
1266;16-05-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;7021AA;Nijmegen;NL;4618BB;NL;38721;Demo School;0268;6030;1
1267;28-07-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;7813AA;Nijmegen;NL;9998BB;NL;71712;Demo School;0268;6030;1
1268;05-04-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;9609AA;Nijmegen;NL;8319BB;NL;79228;Demo School;0268;6030;1
1269;31-01-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;9972AA;Nijmegen;NL;9281BB;NL;36497;Demo School;0268;6030;1
1270;03-03-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;2904AA;Nijmegen;NL;4365BB;NL;86434;Demo School;0268;6030;1
1271;13-08-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;3161AA;Nijmegen;NL;9409BB;NL;64450;Demo School;0268;6030;1
1272;24-01-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;1356AA;Nijmegen;NL;7487BB;NL;43352;Demo School;0268;6030;1
1273;03-04-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;7941AA;Nijmegen;NL;6644BB;NL;18357;Demo School;0268;6030;1
1274;20-01-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;5703AA;Nijmegen;NL;7698BB;NL;33590;Demo School;0268;6030;1
1275;01-07-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;7184AA;Nijmegen;NL;7154BB;NL;20518;Demo School;0268;6030;1
1276;25-08-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;3924AA;Nijmegen;NL;9802BB;NL;61518;Demo School;0268;6030;1
1277;12-04-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;5888AA;Nijmegen;NL;8585BB;NL;98276;Demo School;0268;6030;1
1278;10-07-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;5055AA;Nijmegen;NL;8546BB;NL;55371;Demo School;0268;6030;1
1279;19-10-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;7868AA;Nijmegen;NL;1256BB;NL;41544;Demo School;0268;6030;1
1280;04-10-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;1797AA;Nijmegen;NL;5009BB;NL;15798;Demo School;0268;6030;1
1281;10-04-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;3295AA;Nijmegen;NL;9255BB;NL;47914;Demo School;0268;6030;1
1282;13-12-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;4881AA;Nijmegen;NL;5944BB;NL;28777;Demo School;0268;6030;1
1283;18-08-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;5508AA;Nijmegen;NL;1998BB;NL;82970;Demo School;0268;6030;1
1284;21-03-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;1768AA;Nijmegen;NL;6642BB;NL;94320;Demo School;0268;6030;1
1285;19-08-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;3444AA;Nijmegen;NL;5913BB;NL;59343;Demo School;0268;6030;1
1286;21-11-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;5927AA;Nijmegen;NL;3365BB;NL;70689;Demo School;0268;6030;1
1287;03-09-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;7363AA;Nijmegen;NL;4978BB;NL;43422;Demo School;0268;6030;1
1288;02-12-2019;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;2514AA;Nijmegen;NL;9775BB;NL;34966;Demo School;0268;6030;1
1289;09-11-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;4082AA;Nijmegen;NL;4555BB;NL;72835;Demo School;0268;6030;1
1290;30-10-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;4113AA;Nijmegen;NL;2922BB;NL;72773;Demo School;0268;6030;1
1291;02-04-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;5637AA;Nijmegen;NL;7236BB;NL;71112;Demo School;0268;6030;1
1292;03-06-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;9401AA;Nijmegen;NL;9147BB;NL;71080;Demo School;0268;6030;1
1293;12-12-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;7073AA;Nijmegen;NL;6126BB;NL;64254;Demo School;0268;6030;1
1294;24-12-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;5272AA;Nijmegen;NL;7841BB;NL;48691;Demo School;0268;6030;1
1295;29-10-2019;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;9180AA;Nijmegen;NL;6530BB;NL;43728;Demo School;0268;6030;1
1296;08-08-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;3756AA;Nijmegen;NL;6770BB;NL;32185;Demo School;0268;6030;1
1297;21-11-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;9584AA;Nijmegen;NL;1554BB;NL;19742;Demo School;0268;6030;1
1298;26-01-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;3252AA;Nijmegen;NL;4791BB;NL;18908;Demo School;0268;6030;1
1299;31-12-2019;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;1990AA;Nijmegen;NL;8916BB;NL;96413;Demo School;0268;6030;1
1300;03-01-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;1274AA;Nijmegen;NL;9673BB;NL;46010;Demo School;0268;6030;1
1301;04-05-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;2753AA;Nijmegen;NL;2578BB;NL;78732;Demo School;0268;6030;1
1302;18-10-2019;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;5379AA;Nijmegen;NL;7502BB;NL;20357;Demo School;0268;6030;1
1303;25-06-2020;01-09-2020;2020;;Ingeschreven;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;M;5914AA;Nijmegen;NL;2320BB;NL;95686;Demo School;0268;6030;1
1304;13-01-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;7179AA;Nijmegen;NL;8798BB;NL;17355;Demo School;0268;6030;1
1305;09-03-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;6427AA;Nijmegen;NL;2562BB;NL;79226;Demo School;0268;6030;1
1306;07-04-2020;01-09-2020;2020;;Geannuleerd;FdR;Master;Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;M Rechtsgeleerdheid;2020;1;0;0;WO Bachelor;Nederlandse;N;V;1762AA;Nijmegen;NL;2218BB;NL;99709;Demo School;0268;6030;1
